iata,name,city
SOE,Souanke Airport,Souanke
BTB,Betou Airport,Betou
KMK,Makabana Airport,Makabana
DIS,Ngot Nzoungou Airport,Dolisie
PNR,Pointe Noire Airport,Pointe Noire
MTS,Matsapha Airport,Manzini
SHO,King Mswati III Intl,Manzini
CRF,Carnot Airport,Carnot
BGF,Bangui M'Poko International Airport,Bangui
BGU,Bangassou Airport,Bangassou
IRO,Birao Airport,Birao
BBY,Bambari Airport,Bambari
NDL,N'Dele Airport,N'Dele
BOP,Bouar Airport,Bouar
BIV,Bria Airport,Bria
BSN,Bossangoa Airport,Bossangoa
BBT,Berberati Airport,Berberati
ODA,Ouadda Airport,Ouadda
AIG,Yalinga Airport,Yalinga
IMO,Zemio Airport,Zemio
MKI,M'Boki Airport,Mboki
BTG,Batangafo Airport,Batangafo
GDI,Gordil Airport,Melle
BMF,Bakouma Airport,Bakouma
ODJ,Ouanda Djalle Airport,Ouanda Djalle
RFA,Rafai Airport,Rafai
BCF,Bouca Airport,Bouca
BOZ,Bozoum Airport,Bozoum
SSG,Malabo Airport,Malabo
ASI,RAF Ascension Island,Ascension Island
AHG,Agalega Island Airstrip,Vingt Cinq
MRU,Sir Seewoosagur Ramgoolam International Airport,Port Louis
RRG,Sir Charles Gaetan Duval Airport,Port Mathurin
NKS,Nkongsamba Airport,Nkongsamba
KBI,Kribi Airport,Kribi
TKC,Tiko Airport,Tiko
DLA,Douala International Airport,Douala
MMF,Mamfe Airport,Mamfe
BLC,Bali Airport,Bali
KLE,Kaele Airport,Kaele
OUR,Batouri Airport,Batouri
GXX,Yagoua Airport,Yagoua
MVR,Salak Airport,Maroua
FOM,Foumban Nkounja Airport,Foumban
NGE,N'Gaoundere Airport,N'Gaoundere
BTA,Bertoua Airport,Bertoua
GOU,Garoua International Airport,Garoua
DSC,Dschang Airport,Dschang
BFX,Bafoussam Airport,Bafoussam
BPC,Bamenda Airport,Bamenda
EBW,Ebolowa Airport,Ebolowa
YAO,Yaounde Airport,Yaounde
NSI,Yaounde Nsimalen International Airport,Yaounde
MMQ,Mbala Airport,Mbala
CIP,Chipata Airport,Chipata
JEK,Jeki Airstrip,Lower Zambezi National Park
CGJ,Kasompe Airport,Kasompe
LUN,Kenneth Kaunda International Airport,Lusaka
KLB,Kalabo Airport,Kalabo
KMZ,Kaoma Airport,Kaoma
KAA,Kasama Airport,Kasama
ZKB,Kasaba Bay Airport,Kasaba Bay
LVI,Livingstone Airport,Livingstone
LXU,Lukulu Airport,Lukulu
MNS,Mansa Airport,Mansa
MFU,Mfuwe Airport,Mfuwe
MNR,Mongu Airport,Mongu
ZGM,Ngoma Airport,Ngoma
NLA,Simon Mwansa Kapwepwe International Airport,Ndola
SXG,Senanga Airport,Senanga
KIW,Southdowns Airport,Kitwe
SJQ,Sesheke Airport,Sesheke
SLI,Solwesi Airport,Solwesi
BBZ,Zambezi Airport,Zambezi
HAH,Prince Said Ibrahim International Airport,Moroni
YVA,Iconi Airport,Moroni
AJN,Ouani Airport,Ouani
DZA,Dzaoudzi Pamandzi International Airport,Dzaoudzi
RUN,Roland Garros Airport,St Denis
